id,parent,name,type,address,POINT_X,POINT_Y,typecode,pcode,pname,citycode,cityname,adcode,adname,tel
B0FFFZS0MP,[],嘉定献血屋(曹安公路辅路),医疗保健服务;医疗保健服务场所;医疗保健服务场所,新源路与曹安公路交叉口东100米,121.160279,31.288433,090000,310000,上海市,21,上海市,310114,嘉定区,
B00156GK97,[],华亭镇毛桥社区卫生服务站,医疗保健服务;综合医院;卫生院,霜竹公路1268号,121.251732,31.473351,090102,310000,上海市,21,上海市,310114,嘉定区,
B0FFMBI70Z,[],白鹤镇社区卫生服务中心,医疗保健服务;综合医院;卫生院,滨江支路,121.134828,31.278115,090102,310000,上海市,21,上海市,310118,青浦区,
B0FFLCYEWB,[],盛鑫健康管理,医疗保健服务;医疗保健服务场所;医疗保健服务场所,浦泰路1320号,121.041326,31.133716,090000,310000,上海市,21,上海市,310118,青浦区,
B00156GL5Y,[],灯塔社区卫生服务站,医疗保健服务;综合医院;卫生院,嘉朱公路3068号附近,121.168781,31.441354,090102,310000,上海市,21,上海市,310114,嘉定区,
B00156G74N,[],泉泾社区卫生服务站,医疗保健服务;综合医院;卫生院,外冈镇宝钱公路5528号,121.129284,31.367812,090102,310000,上海市,21,上海市,310114,嘉定区,
B0FFKJCMTE,[],物康医疗器械有限公司(上海五金城店),医疗保健服务;医疗保健服务场所;医疗保健服务场所,宝钱公路5000弄上海五金城店1层,121.149592,31.380297,090000,310000,上海市,21,上海市,310114,嘉定区,
B0FFGPRVG1,[],洋桥村社区卫生服务站,医疗保健服务;综合医院;卫生院,洋桥路317号101室西北方向100米,121.304562,31.496589,090102,310000,上海市,21,上海市,310113,宝山区,
B001557IQ8,[],罗泾镇社区卫生服务中心洋桥服务站,医疗保健服务;综合医院;卫生院,蕰川公路与蕰杨路交叉口南50米,121.30715,31.497743,090102,310000,上海市,21,上海市,310113,宝山区,
B001570W2E,[],葛隆社区卫生服务站,医疗保健服务;诊所;诊所,葛隆村690号,121.154498,31.3916,090300,310000,上海市,21,上海市,310114,嘉定区,
B00156GHPZ,[],白鹤镇赵屯村中心卫生室,医疗保健服务;诊所;诊所,白鹤镇赵江路430号,121.079979,31.260652,090300,310000,上海市,21,上海市,310118,青浦区,
B00155GS7Z,[],嘉园医院,医疗保健服务;综合医院;综合医院,安亭新源路941-949号(近和静路),121.152635,31.3016,090100,310000,上海市,21,上海市,310114,嘉定区,
B0FFLERMPM,[],520调理中心,医疗保健服务;医疗保健服务场所;医疗保健服务场所,安亭镇新源路1001董先森2楼,121.151618,31.304325,090000,310000,上海市,21,上海市,310114,嘉定区,
B0FFLCSOFN,[],易视界视力防控中心,医疗保健服务;专科医院;眼科医院,安亭镇和静路1569号1层,121.153893,31.301105,090203,310000,上海市,21,上海市,310114,嘉定区,
B0FFLAEVWU,[],纯草堂体验馆,医疗保健服务;医疗保健服务场所;医疗保健服务场所,[],121.151266,31.307705,090000,310000,上海市,21,上海市,310114,嘉定区,
B0FFKONJIL,[],上海健嘉护理站,医疗保健服务;医疗保健服务场所;医疗保健服务场所,新源路1301号,121.150734,31.307744,090000,310000,上海市,21,上海市,310114,嘉定区,
B0FFLDHEY0,[],紫薇星沁富理疗养生馆,医疗保健服务;医疗保健服务场所;医疗保健服务场所,[],121.151348,31.308999,090000,310000,上海市,21,上海市,310114,嘉定区,
B0FFJ0A2KP,[],瑞丽健康管理中心,医疗保健服务;医疗保健服务场所;医疗保健服务场所,安亭镇新源路世昶广场25号楼1003室(新源路全家便利店楼上),121.159406,31.289866,090000,310000,上海市,21,上海市,310114,嘉定区,
B0GDT5ZECD,[],莱仪堂养生会馆直营连锁安亭店,医疗保健服务;医疗保健服务场所;医疗保健服务场所,[],121.159367,31.289891,090000,310000,上海市,21,上海市,310114,嘉定区,
